Vehicle_ID,Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,CO2_Emissions_g_per_km,Safety_Rating,Units_Sold_2024,Warranty_Years,Revenue of 2024,Price Category,Battery Effeciency (km/ kWh),Range Category,Autonous Level Coulumn,Unit Selling Category
2764,Renault,Kangoo E-Tech,2018,Lithium-titanate,30.1,519,NACS,11.7,44333.01,Aurora Blue,Mexico,1,0,4,8258,3,366101996.6,Mid-Range,17,High Range,Basic,High
2765,Lucid Motors,Lucid Air,2022,Lead-acid,40.7,215,Level 2 Charging,4.5,133682.57,Aurora Blue,Indonesia,0,0,4,17067,4,2281560422,Luxury,5,Mid-Range,None,Very High
2766,Dacia,Bigster EV (upcoming),2019,Aluminum-ion,21.8,158,Mobile Charging,5.6,65316.3,Beige,Italy,3,0,5,10374,4,677591296.2,Mid-Range,7,Low Range,Advanced,Very High
2767,Pininfarina,Battista,2020,Aluminum-ion,64.7,537,Solar Charging,2.2,70092.04,Burgundy,Vietnam,1,0,3,15178,3,1063856983,Mid-Range,8,High Range,Basic,Very High
2768,Volkswagen,ID.Buzz,2021,Nickel-manganese-cobalt,100.1,122,Vehicle-to-Grid (V2G),8.2,41867.18,Navy Blue,Spain,3,0,3,18254,4,764243503.7,Mid-Range,1,Low Range,Advanced,Very High
2769,Mini,Mini Aceman,2023,Lithium-iron phosphate,148.6,415,CHAdeMO,9.7,130117.93,Lime Green,Ireland,1,0,4,13867,5,1804345335,Luxury,3,High Range,Basic,Very High
2770,Mg,MG ES5,2017,Zinc-air,73.6,320,DC Fast Charging (DCFC),1.2,73248.28,Turquoise,Russia,4,0,3,16076,5,1177539349,Mid-Range,4,Mid-Range,Full,Very High
2771,Hyundai,Ioniq 6,2024,Nickel-metal hydride,73.4,346,Ultra-Fast Charging (350 kW+),7.7,30488.05,Cream,Japan,3,0,4,9350,4,285063267.5,Budget,5,Mid-Range,Advanced,High
2772,Acura,ZDX (with GM Ultium),2024,Magnesium-ion,76.4,245,Level 2 Charging,7,132857.5,White,South Korea,3,0,5,10586,4,1406429495,Luxury,3,Mid-Range,Advanced,Very High
2773,Pininfarina,Battista,2018,Lithium-ion,27.1,342,Battery Swapping,10.3,45635.17,Racing Red,Russia,5,0,3,10315,3,470726778.6,Mid-Range,13,Mid-Range,Full,Very High
2774,Canoo,MPDV,2017,Sodium-ion,106.5,381,Vehicle-to-Home (V2H),8.4,128943.61,Blue,Russia,1,0,4,12239,4,1578140843,Luxury,4,Mid-Range,Basic,Very High
2775,Ferrari,SF90 Stradale (PHEV),2015,Lithium-titanate,78.2,421,Plug-in Hydrogen Refueling,9.1,37887.02,Orange,Russia,3,0,5,4811,4,182274453.2,Budget,5,High Range,Advanced,Medium
2776,Chevrolet,Bolt EV,2021,Lithium-sulfur,42.9,334,Vehicle-to-Grid (V2G),10.9,60868.22,Magenta,Singapore,5,0,4,11669,3,710271259.2,Mid-Range,8,Mid-Range,Full,Very High
2777,Rimac,Nevera,2019,Nickel-manganese-cobalt,135.5,444,Battery Swapping,1.4,149516.21,White,Netherlands,5,0,5,18003,5,2691740329,Luxury,3,High Range,Full,Very High
2778,Renault,Kangoo E-Tech,2020,Sodium-ion,97.9,560,Vehicle-to-Load (V2L),11.1,97653.6,Racing Red,Norway,3,0,4,5362,5,523618603.2,Premium,6,High Range,Advanced,High
2779,Peugeot,e-2008,2018,Lithium-ion,124.8,150,Plug-in Hydrogen Refueling,11.1,62853.57,Crimson Red,Germany,1,0,5,16220,4,1019484905,Mid-Range,1,Low Range,Basic,Very High
2780,Dacia,Bigster EV (upcoming),2019,Flow batteries,120.7,216,Ultra-Fast Charging (350 kW+),9.4,147031.83,Matte Blue,Poland,3,0,4,9252,5,1360338491,Luxury,2,Mid-Range,Advanced,High
2781,Bmw,i4,2022,Nickel-manganese-cobalt,36.8,425,Plug-in Hydrogen Refueling,8.8,139621.32,Aurora Blue,Sweden,5,0,4,3367,5,470104984.4,Luxury,12,High Range,Full,Medium
2782,Vinfast,VF 6,2021,Nickel-manganese-cobalt,101.6,505,DC Fast Charging (DCFC),0.8,101572.39,Candy Apple Red,United Arab Emirates,1,0,5,8114,3,824158372.5,Premium,5,High Range,Basic,High
2783,Nio,ES7,2017,Solid-state,36.7,164,Vehicle-to-Grid (V2G),4.6,71838.43,Gun Metal,New Zealand,0,0,3,9312,5,668959460.2,Mid-Range,4,Low Range,None,High
2784,Jeep,Wrangler 4xe (PHEV),2015,Sodium-ion,103.6,340,DC Fast Charging (DCFC),4.7,131834.29,Matte Black,Spain,5,0,4,3833,5,505320833.6,Luxury,3,Mid-Range,Full,Medium
2785,Ford,F-150 Lightning,2019,Lithium-iron phosphate,139.5,240,Level 2 Charging,8.7,86087.78,Black,Turkey,3,0,5,7842,5,675100370.8,Premium,2,Mid-Range,Advanced,High
2786,Pininfarina,Battista,2018,Sodium-ion,141.3,376,Battery Swapping,10.4,104325.3,Racing Red,New Zealand,5,0,5,5358,3,558974957.4,Premium,3,Mid-Range,Full,High
2787,Acura,ZDX (with GM Ultium),2016,Nickel-metal hydride,71.1,426,CHAdeMO,1.6,109200.84,Green,Hungary,3,0,3,15217,5,1661709182,Premium,6,High Range,Advanced,Very High
2788,Changan,SL03,2022,Lithium-ion,68.1,114,Vehicle-to-Home (V2H),0.8,74523.22,Ruby Red,Germany,1,0,4,13260,3,988177897.2,Mid-Range,2,Low Range,Basic,Very High
2789,Honda,Honda e (discontinued),2025,Calcium-ion,119.2,203,CHAdeMO,5.4,84360.48,White,Russia,0,0,4,16823,5,1419196355,Premium,2,Mid-Range,None,Very High
2790,Vinfast,VF 7,2022,Zinc-air,140.2,355,Vehicle-to-Load (V2L),8.1,49569.86,Ruby Red,Denmark,4,0,4,18537,3,918876494.8,Mid-Range,3,Mid-Range,Full,Very High
2791,Faraday Future,FF 91,2020,Lithium-sulfur,54.8,543,Ultra-Fast Charging (350 kW+),11.8,139737.66,Candy Apple Red,Singapore,1,0,5,585,3,81746531.1,Luxury,10,High Range,Basic,Low
2792,Li Auto,L9,2016,Sodium-ion,98.4,395,Mobile Charging,2.4,141422.21,Candy Apple Red,Saudi Arabia,3,0,4,7336,3,1037473333,Luxury,4,Mid-Range,Advanced,High
2793,Rivian,R1T,2025,Nickel-manganese-cobalt,94.6,496,Ultra-Fast Charging (350 kW+),1.3,109817.05,Ruby Red,Poland,2,0,5,13861,5,1522174130,Premium,5,High Range,Intermediate,Very High
2794,Kia,EV9,2021,Sodium-ion,102,172,CCS,9.7,126212.54,Burgundy,Japan,4,0,5,11690,5,1475424593,Luxury,2,Low Range,Full,Very High
2795,Mini,Mini Cooper SE,2015,Magnesium-ion,20.6,161,CHAdeMO,11.3,57276.58,Ruby Red,South Korea,3,0,3,10843,3,621049956.9,Mid-Range,8,Low Range,Advanced,Very High
2796,Mahindra,Born Electric (upcoming range),2024,Lithium-iron phosphate,42.2,384,Vehicle-to-Home (V2H),7.8,138823.63,Sky Blue,Netherlands,3,0,4,6137,3,851960617.3,Luxury,9,Mid-Range,Advanced,High
2797,Xpeng,X9,2025,Zinc-air,81.8,199,DC Fast Charging (DCFC),1.4,135812.56,Pearl White,Spain,1,0,5,861,4,116934614.2,Luxury,2,Low Range,Basic,Low
2798,Rimac,Nevera,2024,Lithium-iron phosphate,115.3,258,Solar Charging,3.4,103044.9,Cobalt Blue,Canada,4,0,5,18831,5,1940438512,Premium,2,Mid-Range,Full,Very High
2799,Nio,ET9,2025,Lithium-sulfur,107,383,Battery Swapping,0.6,98963.93,Cosmic Purple,Sweden,3,0,4,11624,4,1150356722,Premium,4,Mid-Range,Advanced,Very High
2800,Volvo,EX90,2023,Sodium-ion,20.7,327,Level 2 Charging,4.2,43176.97,Matte White,Sweden,5,0,3,2937,5,126810760.9,Mid-Range,16,Mid-Range,Full,Medium
2801,Maserati,GranTurismo Folgore,2022,Nickel-metal hydride,149.6,344,Overhead Pantograph Charging,7.2,62866.65,Titanium,Argentina,0,0,5,15044,5,945765882.6,Mid-Range,2,Mid-Range,None,Very High
2802,Nio,ET5,2016,Lithium-titanate,63.3,466,Battery Swapping,3.2,149376.71,Navy Blue,Uk,3,0,4,14863,4,2220186041,Luxury,7,High Range,Advanced,Very High
2803,Seat,Avenger,2022,Sodium-ion,74.5,428,Plug-in Hydrogen Refueling,4.7,84957.78,Metallic Silver,Italy,3,0,3,11061,3,939718004.6,Premium,6,High Range,Advanced,Very High
2804,Zeekr,Zeekr 009,2024,Lithium-ion,123,510,CHAdeMO,3.3,36541.85,Burgundy,Poland,3,0,4,15900,5,581015415,Budget,4,High Range,Advanced,Very High
2805,Nissan,Ariya,2016,Calcium-ion,68.8,526,Mobile Charging,3,130494.3,Sunset Orange,Austria,0,0,4,5403,5,705060702.9,Luxury,8,High Range,None,High
2806,Cadillac,Lyriq,2022,Lithium-titanate,88.7,425,Vehicle-to-Grid (V2G),2.2,54287.14,Matte Green,India,3,0,3,14150,4,768163031,Mid-Range,5,High Range,Advanced,Very High
2807,Jaguar,I-PACE,2024,Lithium-ion,48.6,533,Vehicle-to-Home (V2H),1.2,99141.6,Bronze,Canada,3,0,5,15377,4,1524500383,Premium,11,High Range,Advanced,Very High
2808,Cadillac,Celestiq,2025,Lithium-iron phosphate,33.5,394,Solar Charging,5.2,33873.54,Sapphire Blue,India,4,0,3,4873,3,165065760.4,Budget,12,Mid-Range,Full,Medium
2809,Cadillac,Optiq (upcoming),2018,Lithium-ion,86.7,484,Vehicle-to-Load (V2L),6.7,67316.45,Aurora Blue,Malaysia,4,0,4,7103,4,478148744.4,Mid-Range,6,High Range,Full,High
2810,Fisker,Pear (upcoming),2023,Lithium-titanate,70.9,451,Vehicle-to-Grid (V2G),12,83638.99,Gold,Turkey,5,0,3,18673,5,1561790860,Premium,6,High Range,Full,Very High
2811,Geely,Geometry A,2020,Lithium-sulfur,83.5,270,Overhead Pantograph Charging,0.7,127489.51,Metallic Silver,Switzerland,1,0,4,10732,4,1368217421,Luxury,3,Mid-Range,Basic,Very High
2812,Geely,Emgrand EV,2023,Solid-state,56,374,NACS,10.9,51901.3,Copper,Thailand,4,0,3,7863,4,408099921.9,Mid-Range,7,Mid-Range,Full,High
2813,Hyundai,Ioniq 7 (upcoming),2020,Lithium-ion,93.8,443,NACS,8.1,123914.34,Lime Green,France,4,0,5,2811,3,348323209.7,Luxury,5,High Range,Full,Medium
2814,Jaguar,I-PACE,2020,Solid-state,86.6,138,Ultra-Fast Charging (350 kW+),4.9,99625.77,Black,Germany,3,0,5,10003,4,996556577.3,Premium,2,Low Range,Advanced,Very High
2815,Cadillac,Celestiq,2015,Magnesium-ion,65.1,512,DC Fast Charging (DCFC),4.3,102581.77,Crimson Red,Finland,1,0,3,2380,5,244144612.6,Premium,8,High Range,Basic,Medium
2816,Skoda,Enyaq,2021,Magnesium-ion,129.4,405,Level 2 Charging,0.7,90063.94,Brown,South Korea,4,0,4,10102,3,909825921.9,Premium,3,High Range,Full,Very High
2817,Zeekr,Zeekr 007,2021,Solid-state,33.4,488,Vehicle-to-Home (V2H),8.4,130231.16,Bronze,Netherlands,3,0,5,976,4,127105612.2,Luxury,15,High Range,Advanced,Low
2818,Peugeot,e-3008,2023,Nickel-metal hydride,56.4,447,Level 1 Charging,3.4,107703.99,Champagne,Israel,2,0,3,1097,3,118151277,Premium,8,High Range,Intermediate,Medium
2819,Bmw,iX,2016,Sodium-ion,28.4,502,Vehicle-to-Grid (V2G),1.6,71705.89,Matte Gray,Ireland,1,0,5,15343,4,1100183470,Mid-Range,18,High Range,Basic,Very High
2820,Honda,Honda e (discontinued),2016,Zinc-air,55.2,594,Overhead Pantograph Charging,10.4,141864.44,Midnight Black,Argentina,3,0,4,4465,4,633424724.6,Luxury,11,High Range,Advanced,Medium
2821,Volvo,C40 Recharge,2019,Aluminum-ion,101,168,CHAdeMO,5.6,120229.77,Ice Silver,New Zealand,3,0,5,5420,4,651645353.4,Luxury,2,Low Range,Advanced,High
2822,Mg,MG4 Electric,2018,Zinc-air,105.6,284,Overhead Pantograph Charging,3.5,113294.97,Gold,Saudi Arabia,0,0,3,3955,4,448081606.4,Premium,3,Mid-Range,None,Medium
2823,Genesis,GV80 Electric,2022,Nickel-cobalt-aluminum,98.3,498,CCS,8.2,74478.92,Yellow,Switzerland,2,0,3,5147,3,383343001.2,Mid-Range,5,High Range,Intermediate,High
2824,Great Wall Motors,ORA Lightning Cat,2015,Lead-acid,118.6,412,Vehicle-to-Load (V2L),3.3,85541.46,Pearl White,Hungary,3,0,4,7691,4,657899368.9,Premium,3,High Range,Advanced,High
2825,Seat,Avenger,2016,Lithium-titanate,46.6,278,Vehicle-to-Load (V2L),9.6,136301.76,Purple,Vietnam,0,0,4,622,3,84779694.72,Luxury,6,Mid-Range,None,Low
2826,Li Auto,L9,2020,Magnesium-ion,62.4,367,Level 2 Charging,12,66578.37,Matte Black,Netherlands,2,0,5,5217,5,347339356.3,Mid-Range,6,Mid-Range,Intermediate,High
2827,Nio,ET9,2020,Lithium-titanate,65.1,325,NACS,7.1,134074.9,Racing Red,Malaysia,3,0,5,11835,5,1586776442,Luxury,5,Mid-Range,Advanced,Very High
2828,Changan,Q05,2018,Nickel-cobalt-aluminum,22.5,130,Overhead Pantograph Charging,4.5,45957.47,Sky Blue,Italy,1,0,4,15079,4,692992690.1,Mid-Range,6,Low Range,Basic,Very High
2829,Nissan,Leaf,2016,Sodium-ion,45.7,169,Vehicle-to-Home (V2H),9.1,148584.62,Electric Blue,Poland,2,0,4,12442,5,1848689842,Luxury,4,Low Range,Intermediate,Very High
2830,Maserati,GranTurismo Folgore,2018,Lithium-titanate,83.4,221,Vehicle-to-Home (V2H),11.9,100542.09,Aurora Blue,Usa,5,0,5,6039,5,607173681.5,Premium,3,Mid-Range,Full,High
2831,Jeep,Wrangler 4xe (PHEV),2017,Lithium-titanate,39.5,500,Ultra-Fast Charging (350 kW+),11.8,134265.96,Beige,Mexico,5,0,5,15948,4,2141273530,Luxury,13,High Range,Full,Very High
2832,Toyota,Lexus RZ,2020,Solid-state,40.6,267,Plug-in Hydrogen Refueling,2.3,50283.87,White,Saudi Arabia,5,0,4,8401,5,422434791.9,Mid-Range,7,Mid-Range,Full,High
2833,Toyota,bZ4X,2024,Zinc-air,109.3,297,CCS,2.9,36825.73,Red,United Arab Emirates,3,0,5,19419,5,715118850.9,Budget,3,Mid-Range,Advanced,Very High
2834,Lucid Motors,Lucid DreamDrive,2024,Lithium-sulfur,64.2,118,Plug-in Hydrogen Refueling,8.1,93513.69,Matte Black,Sweden,0,0,5,12376,3,1157325427,Premium,2,Low Range,None,Very High
2835,Subaru,Solterra,2022,Lead-acid,68.5,353,CCS,9.1,59455.97,Ruby Red,Denmark,2,0,5,13604,3,808839015.9,Mid-Range,5,Mid-Range,Intermediate,Very High
2836,Rimac,Nevera,2025,Zinc-air,69.8,253,DC Fast Charging (DCFC),2.1,68292.46,Matte Gray,South Africa,4,0,5,17970,5,1227215506,Mid-Range,4,Mid-Range,Full,Very High
2837,Citroen,Ami,2021,Magnesium-ion,24,135,DC Fast Charging (DCFC),10.7,30435.06,Yellow,Czech Republic,1,0,4,841,3,25595885.46,Budget,6,Low Range,Basic,Low
2838,Opel,Mokka-e,2023,Lithium-ion,86,270,Solar Charging,3.5,122384.74,Electric Blue,Russia,3,0,4,16198,4,1982388019,Luxury,3,Mid-Range,Advanced,Very High
2839,Li Auto,L8,2023,Magnesium-ion,143.9,497,DC Fast Charging (DCFC),8.7,39110.76,Graphite Gray,South Korea,1,0,3,1528,5,59761241.28,Budget,3,High Range,Basic,Medium
2840,Great Wall Motors,ORA Ballet Cat,2022,Sodium-ion,144.6,292,Battery Swapping,2.5,96638.88,Matte Gray,Japan,3,0,4,15160,3,1465045421,Premium,2,Mid-Range,Advanced,Very High
2841,Cadillac,Lyriq,2018,Solid-state,36,593,Plug-in Hydrogen Refueling,4.6,113010.36,Magenta,India,3,0,3,4355,3,492160117.8,Premium,16,High Range,Advanced,Medium
2842,Mahindra,XUV400,2022,Magnesium-ion,117.7,257,NACS,8.6,134239.53,Champagne,Hungary,4,0,4,10402,5,1396359591,Luxury,2,Mid-Range,Full,Very High
2843,Faraday Future,FF 91,2015,Nickel-cobalt-aluminum,48.4,538,Battery Swapping,1.8,71288.36,Sunset Orange,Netherlands,0,0,3,18834,4,1342644972,Mid-Range,11,High Range,None,Very High
2844,Volvo,XC40 Recharge,2015,Lithium-ion,146.6,522,DC Fast Charging (DCFC),5.8,109057.37,Midnight Black,Hungary,3,0,3,6388,5,696658479.6,Premium,4,High Range,Advanced,High
2845,Genesis,GV60,2016,Lithium-iron phosphate,106.1,588,Level 2 Charging,2.5,132068.6,Ruby Red,United Arab Emirates,0,0,3,9084,4,1199711162,Luxury,6,High Range,None,High
2846,Gmc,Hummer EV SUV,2016,Calcium-ion,111.6,517,Plug-in Hydrogen Refueling,0.9,85850.93,Charcoal,Russia,5,0,5,18723,5,1607386962,Premium,5,High Range,Full,Very High
2847,Tesla,Model Y,2018,Lithium-titanate,109.1,553,Overhead Pantograph Charging,3.1,145270.93,Turquoise,Germany,3,0,3,10664,3,1549169198,Luxury,5,High Range,Advanced,Very High
2848,Chevrolet,Volt (PHEV),2024,Lithium-sulfur,69.1,161,Vehicle-to-Load (V2L),3.3,135418.32,Turquoise,China,2,0,3,960,5,130001587.2,Luxury,2,Low Range,Intermediate,Low
2849,Xpeng,P5,2018,Lithium-ion,132.4,578,CHAdeMO,3.9,30014.46,Magenta,Uk,1,0,4,13594,4,408016569.2,Budget,4,High Range,Basic,Very High
2850,Polestar,Polestar 3,2024,Lithium-ion,48.9,296,Ultra-Fast Charging (350 kW+),8.1,92097.37,Turquoise,New Zealand,1,0,5,636,5,58573927.32,Premium,6,Mid-Range,Basic,Low
2851,Tesla,Model S,2023,Lithium-sulfur,33.3,172,Plug-in Hydrogen Refueling,6.1,35255.94,Cosmic Purple,Poland,1,0,4,178,3,6275557.32,Budget,5,Low Range,Basic,Low
2852,Volvo,EX30,2025,Aluminum-ion,148.1,544,Overhead Pantograph Charging,6.4,111062.28,Cosmic Purple,Czech Republic,5,0,3,16449,3,1826863444,Premium,4,High Range,Full,Very High
2853,Citroen,Ami,2024,Lithium-ion,38.3,186,Level 1 Charging,1.6,147304.53,Yellow,Ireland,4,0,5,3673,4,541049538.7,Luxury,5,Low Range,Full,Medium
2854,Opel,Mokka-e,2015,Nickel-manganese-cobalt,146,161,NACS,5,138432.79,Aurora Blue,Brazil,2,0,5,5226,5,723449760.5,Luxury,1,Low Range,Intermediate,High
2855,Ford,E-Transit,2018,Lithium-titanate,98.5,320,Overhead Pantograph Charging,5.4,135571.3,Emerald Green,United Arab Emirates,5,0,3,4659,3,631626686.7,Luxury,3,Mid-Range,Full,Medium
2856,Honda,Honda e (discontinued),2022,Solid-state,135.7,524,Ultra-Fast Charging (350 kW+),4.9,110835.13,Crimson Red,Czech Republic,2,0,3,15368,3,1703314278,Premium,4,High Range,Intermediate,Very High
2857,Skoda,Elroq (upcoming),2022,Lithium-sulfur,63.8,132,Solar Charging,4.7,74184.35,White,United Arab Emirates,0,0,3,13976,5,1036800476,Mid-Range,2,Low Range,None,Very High
2858,Jeep,Wagoneer S,2019,Nickel-manganese-cobalt,45.5,261,Vehicle-to-Grid (V2G),11,60513.2,Cobalt Blue,Malaysia,4,0,3,1245,5,75338934,Mid-Range,6,Mid-Range,Full,Medium
2859,Nissan,Leaf,2019,Sodium-ion,27.4,367,CCS,3.5,81672.75,Magenta,Malaysia,3,0,4,9686,3,791082256.5,Premium,13,Mid-Range,Advanced,High
2860,Mahindra,XUV400,2021,Lithium-ion,41.8,285,NACS,4.4,138967.96,Metallic Silver,Uk,5,0,3,17890,3,2486136804,Luxury,7,Mid-Range,Full,Very High
2861,Ferrari,Roma PHEV,2019,Aluminum-ion,29,289,Battery Swapping,8.3,41545.76,Forest Green,Malaysia,2,0,3,18143,3,753764723.7,Mid-Range,10,Mid-Range,Intermediate,Very High
2862,Geely,Geometry A,2024,Lithium-iron phosphate,47.5,534,Plug-in Hydrogen Refueling,7.6,138456.63,Black,Saudi Arabia,4,0,4,14223,3,1969268648,Luxury,11,High Range,Full,Very High
2863,Volkswagen,ID.2all,2015,Magnesium-ion,129.3,295,Solar Charging,4.9,116502.32,Titanium,New Zealand,3,0,3,10842,3,1263118153,Premium,2,Mid-Range,Advanced,Very High
2864,Lamborghini,Lanzador (upcoming EV),2020,Lithium-ion,116.8,139,Solar Charging,3.3,148103.98,Matte Green,Israel,2,0,4,19009,5,2815308556,Luxury,1,Low Range,Intermediate,Very High
2865,Mercedes-Benz,EQS SUV,2016,Lithium-ion,38.8,276,Mobile Charging,9.3,42848.21,Forest Green,South Africa,1,0,3,8064,3,345527965.4,Mid-Range,7,Mid-Range,Basic,High
2866,Skoda,Elroq (upcoming),2023,Magnesium-ion,73.2,526,CCS,6.7,145742.67,Titanium,Singapore,4,0,5,6722,5,979682227.7,Luxury,7,High Range,Full,High
2867,Opel,Corsa-e,2020,Lithium-iron phosphate,22,321,Vehicle-to-Load (V2L),3,31796.38,Lime Green,Saudi Arabia,0,0,4,608,3,19332199.04,Budget,15,Mid-Range,None,Low
2868,Peugeot,e-5008,2025,Nickel-manganese-cobalt,80.3,305,CHAdeMO,8.5,134518.7,Matte Blue,Canada,2,0,3,18960,4,2550474552,Luxury,4,Mid-Range,Intermediate,Very High
2869,Chevrolet,Equinox EV,2020,Nickel-manganese-cobalt,58.1,566,Solar Charging,4.5,114799.75,Black,Vietnam,0,0,4,14220,4,1632452445,Premium,10,High Range,None,Very High
2870,Rivian,EDV (Electric Delivery Van),2025,Lithium-sulfur,51.9,495,Mobile Charging,9.1,74719.02,Champagne,Vietnam,4,0,5,12357,3,923302930.1,Mid-Range,10,High Range,Full,Very High
2871,Peugeot,e-5008,2018,Nickel-metal hydride,113.1,211,NACS,11.6,143732.41,Champagne,Japan,5,0,3,10697,4,1537505590,Luxury,2,Mid-Range,Full,Very High
2872,Xpeng,G9,2025,Magnesium-ion,146.8,573,Battery Swapping,1.2,58028.82,Metallic Silver,Germany,3,0,3,18916,5,1097673159,Mid-Range,4,High Range,Advanced,Very High
2873,Geely,Geometry C,2023,Solid-state,103.3,483,Vehicle-to-Grid (V2G),0.9,72506.7,Volcanic Yellow,Uk,3,0,4,6097,3,442073349.9,Mid-Range,5,High Range,Advanced,High
2874,Zeekr,Zeekr X,2022,Lithium-sulfur,114.8,210,Vehicle-to-Home (V2H),3.4,35431.1,Electric Blue,China,2,0,4,11287,5,399910825.7,Budget,2,Mid-Range,Intermediate,Very High
2875,Great Wall Motors,ORA Ballet Cat,2016,Magnesium-ion,76.9,387,CHAdeMO,5.3,37845.54,Racing Red,Czech Republic,1,0,4,17651,4,668011626.5,Budget,5,Mid-Range,Basic,Very High
2876,Vinfast,VF 7,2020,Lithium-sulfur,35.7,522,Mobile Charging,11.2,125220.18,Tan,Poland,1,0,4,12990,5,1626610138,Luxury,15,High Range,Basic,Very High
2877,Maserati,GranTurismo Folgore,2024,Nickel-metal hydride,72.6,218,Vehicle-to-Load (V2L),7.8,32260.06,Matte White,South Africa,2,0,3,9771,5,315213046.3,Budget,3,Mid-Range,Intermediate,High
2878,Mini,Mini Cooper SE,2022,Lead-acid,115.7,555,CCS,5.2,138236.83,White,South Africa,0,0,4,2245,5,310341683.4,Luxury,5,High Range,None,Medium
2879,Skoda,Elroq (upcoming),2015,Magnesium-ion,143.5,166,Solar Charging,3.8,78257.61,Cosmic Purple,Norway,1,0,4,12371,3,968124893.3,Mid-Range,1,Low Range,Basic,Very High
2880,Faraday Future,FF 91,2018,Magnesium-ion,125.1,527,Inductive (Wireless) Charging,1.4,97676.93,Ice Silver,Uk,1,0,3,19315,5,1886629903,Premium,4,High Range,Basic,Very High
2881,Lucid Motors,Lucid DreamDrive,2015,Lithium-sulfur,64.1,432,Ultra-Fast Charging (350 kW+),0.5,137771.94,Matte Black,Austria,0,0,4,13514,4,1861849997,Luxury,7,High Range,None,Very High
2882,Jeep,Grand Cherokee 4xe (PHEV),2022,Lithium-iron phosphate,92.9,598,Vehicle-to-Grid (V2G),6.9,41491.15,Crimson Red,New Zealand,5,0,5,18297,3,759163571.6,Mid-Range,6,High Range,Full,Very High
2883,Lamborghini,Revuelto (PHEV),2020,Sodium-ion,136.7,437,NACS,4.7,90462.37,Forest Green,Japan,0,0,4,1682,5,152157706.3,Premium,3,High Range,None,Medium
2884,Polestar,Polestar 3,2023,Lithium-sulfur,29.4,471,Vehicle-to-Load (V2L),9.2,84609.2,White,Sweden,2,0,4,5238,4,443182989.6,Premium,16,High Range,Intermediate,High
2885,Seat,Avenger,2023,Lead-acid,29.2,273,Level 1 Charging,3.4,40569.14,Aurora Blue,Saudi Arabia,3,0,4,19974,5,810328002.4,Mid-Range,9,Mid-Range,Advanced,Very High
2886,Volvo,EX30,2025,Zinc-air,49,487,Level 2 Charging,9.4,137131.24,Burgundy,Norway,5,0,4,13949,5,1912843667,Luxury,10,High Range,Full,Very High
2887,Fisker,Ocean,2024,Sodium-ion,51.9,496,Vehicle-to-Grid (V2G),7.3,117494.54,Forest Green,Norway,3,0,5,13576,3,1595105875,Premium,10,High Range,Advanced,Very High
2888,Skoda,Enyaq,2020,Nickel-cobalt-aluminum,124,444,NACS,3.2,36238.3,Ice Silver,India,0,0,4,16096,3,583291676.8,Budget,4,High Range,None,Very High
2889,Hyundai,Ioniq 6,2016,Calcium-ion,39.6,554,Level 1 Charging,3.4,82502.79,Pearl White,Japan,1,0,5,14628,4,1206850812,Premium,14,High Range,Basic,Very High
2890,Mg,MG5 EV,2021,Nickel-metal hydride,47.8,329,Vehicle-to-Grid (V2G),8.6,87557.67,Crimson Red,Italy,3,0,4,13631,3,1193498600,Premium,7,Mid-Range,Advanced,Very High
2891,Gmc,Hummer EV SUV,2025,Solid-state,111.8,308,Level 2 Charging,5.4,122712.57,Copper,China,4,0,4,13260,5,1627168678,Luxury,3,Mid-Range,Full,Very High
2892,Polestar,Polestar 3,2022,Lithium-titanate,128.5,290,Vehicle-to-Grid (V2G),9.5,138743.2,Graphite Gray,Portugal,2,0,4,17189,4,2384856865,Luxury,2,Mid-Range,Intermediate,Very High
2893,Ferrari,SF90 Stradale (PHEV),2024,Lithium-sulfur,145.4,358,Ultra-Fast Charging (350 kW+),5.3,94286.77,Sky Blue,Turkey,1,0,5,5445,3,513391462.7,Premium,2,Mid-Range,Basic,High
2894,Citroen,Ami,2021,Lithium-ion,56.7,237,Battery Swapping,4.2,51889.81,Titanium,India,0,0,5,5670,5,294215222.7,Mid-Range,4,Mid-Range,None,High
2895,Pininfarina,Battista,2021,Magnesium-ion,34.1,101,Ultra-Fast Charging (350 kW+),5.5,79324.18,Stealth Gray,Netherlands,0,0,5,1014,4,80434718.52,Mid-Range,3,Low Range,None,Medium
2896,Rivian,R1S,2019,Solid-state,101.3,323,Level 1 Charging,6.4,75038.73,Purple,Canada,3,0,5,19450,4,1459503299,Mid-Range,3,Mid-Range,Advanced,Very High
2897,Tesla,Model Y,2023,Lithium-iron phosphate,101.2,205,DC Fast Charging (DCFC),3.2,104697.82,Silver,Netherlands,2,0,3,2161,4,226251989,Premium,2,Mid-Range,Intermediate,Medium
2898,Byd,Dolphin,2020,Sodium-ion,61.5,254,Plug-in Hydrogen Refueling,2.9,47815.37,Red,Usa,5,0,3,11169,4,534049867.5,Mid-Range,4,Mid-Range,Full,Very High
2899,Bmw,i4,2020,Nickel-manganese-cobalt,47.3,467,Solar Charging,1.8,98669.32,White,Germany,3,0,5,2190,5,216085810.8,Premium,10,High Range,Advanced,Medium
